scenario,N,ta,L,rec_rate_mean,rec_rate_se,corr_s1_s2,se_corr,seed,Ne
TennessenEuropean,200,1000,1000,3.8622837865803e-06,4.332991971358355e-07,0.20543037567914163,0.0013187921458253258,24,10000
TennessenEuropean,200,1000,1000,5.650816240256064e-06,6.266276237616866e-07,0.19611313126461596,0.0013230721893302524,24,10000
TennessenEuropean,200,1000,1000,8.320742446459477e-06,9.333465620744204e-07,0.19289482727871077,0.0013223489283452434,24,10000
TennessenEuropean,200,1000,1000,1.2173896239259738e-05,1.3502515889798523e-06,0.18396812152966635,0.0013261199136937892,24,10000
TennessenEuropean,200,1000,1000,1.7927239484832823e-05,2.0113415417423494e-06,0.16791235621988945,0.0013283930799085544,24,10000
TennessenEuropean,200,1000,1000,2.622875638736078e-05,2.9086293166583195e-06,0.15700363223525368,0.0013325469793851487,24,10000
TennessenEuropean,200,1000,1000,3.8620371879832585e-05,4.331712622542509e-06,0.1393650838301673,0.0013346136630654145,24,10000
TennessenEuropean,200,1000,1000,5.6504460716296005e-05,6.268360744162514e-06,0.12135570470956752,0.0013390681970065618,24,10000
TennessenEuropean,200,1000,1000,8.320905292668191e-05,9.335037381417138e-06,0.1027179518308495,0.0013404840491324504,24,10000
TennessenEuropean,200,1000,2000,1.2174987842883427e-07,1.3497110827084476e-08,0.31099900538229686,0.001282558192584426,24,10000
TennessenEuropean,200,1000,2000,1.7926425596158527e-07,2.010727920565547e-08,0.31571682763978165,0.0012787317944132545,24,10000
TennessenEuropean,200,1000,2000,2.6227895034980957e-07,2.908934164137014e-08,0.31254833626202894,0.001281555949174542,24,10000
TennessenEuropean,200,1000,2000,3.8621613915526463e-07,4.3321473589792406e-08,0.31220423771687356,0.0012802739158198069,24,10000
TennessenEuropean,200,1000,2000,5.650666308323312e-07,6.266921583088435e-08,0.3102334987680991,0.0012826026664211456,24,10000
TennessenEuropean,200,1000,2000,8.32064626923201e-07,9.332628219237e-08,0.31012272315312694,0.0012812423923694875,24,10000
TennessenEuropean,200,1000,2000,1.2173836843345758e-06,1.3502614524786246e-07,0.30707927156695536,0.0012839333632024376,24,10000
TennessenEuropean,200,1000,2000,1.7927991169256175e-06,2.0117219146629301e-07,0.30648938599051545,0.0012825242384349735,24,10000
TennessenEuropean,200,1000,2000,2.622995059543948e-06,2.907985894879969e-07,0.30347154776960744,0.0012858003166993034,24,10000
TennessenEuropean,200,1000,2000,3.862071304830145e-06,4.331650986012246e-07,0.29881284571849714,0.0012861437549172767,24,10000
TennessenEuropean,200,1000,2000,5.650540459663921e-06,6.267685782155369e-07,0.2864980027325262,0.0012925341249796119,24,10000
TennessenEuropean,200,1000,2000,8.321438884777154e-06,9.337770962072316e-07,0.2848765270979076,0.0012915500453069874,24,10000
TennessenEuropean,200,1000,2000,1.217479628614469e-05,1.3498077601122223e-06,0.2687704380346118,0.0012997737490629522,24,10000
TennessenEuropean,200,1000,2000,1.79264273227413e-05,2.010836095129717e-06,0.25493732889369347,0.0013031465595889228,24,10000
TennessenEuropean,200,1000,2000,2.6227704995211655e-05,2.909151573215297e-06,0.2381878920448238,0.0013102993116419694,24,10000
TennessenEuropean,200,1000,2000,3.862125036320243e-05,4.3322689361940595e-06,0.21610125072962988,0.0013158459011952755,24,10000
TennessenEuropean,200,1000,2000,5.650557860252191e-05,6.267802370915366e-06,0.18222694973554557,0.0013265260352246662,24,10000
TennessenEuropean,200,1000,2000,8.31867793836308e-05,9.32116167017057e-06,0.15313802782505925,0.0013326004933132927,24,10000
TennessenEuropean,200,1000,500,1.2174693627655532e-07,1.3498399483614223e-08,0.12817547977495217,0.00133825352008888,24,10000
TennessenEuropean,200,1000,500,1.792848802840735e-07,2.0119999889755615e-08,0.1293175925273926,0.0013359618492914593,24,10000
TennessenEuropean,200,1000,500,2.6230637984889813e-07,2.907625409577235e-08,0.1285457701816625,0.0013383362880142666,24,10000
TennessenEuropean,200,1000,500,3.8622200974572803e-07,4.332521927835905e-08,0.12797674841746018,0.0013365055411344298,24,10000
TennessenEuropean,200,1000,500,5.65074683555301e-07,6.266613399266649e-08,0.12954325686615958,0.001337850487871798,24,10000
TennessenEuropean,200,1000,500,8.320802563349448e-07,9.333556588040211e-08,0.1263043483577368,0.0013368308382849798,24,10000
TennessenEuropean,200,1000,500,1.2174046468158233e-06,1.3501648591651107e-07,0.12529801302830898,0.001338549773188853,24,10000
TennessenEuropean,200,1000,500,1.7927873601214483e-06,2.011646381187838e-07,0.12870388974811908,0.0013361870537133638,24,10000
TennessenEuropean,200,1000,500,2.6229776389222335e-06,2.9080427715187215e-07,0.12017370209113866,0.0013396340320471522,24,10000
TennessenEuropean,200,1000,500,3.862067199245309e-06,4.331664156636038e-07,0.12318977115555417,0.0013374557201435522,24,10000
TennessenEuropean,200,1000,500,5.650533684472682e-06,6.267689479566618e-07,0.11921024620096597,0.0013394639773033012,24,10000
TennessenEuropean,200,1000,500,8.321354756414815e-06,9.337218096557246e-07,0.11627415794483649,0.0013382735102618222,24,10000
TennessenEuropean,200,1000,500,1.2174690941401743e-05,1.349859844144078e-06,0.11145366066223937,0.0013409865159936332,24,10000
TennessenEuropean,200,1000,500,1.792834597773558e-05,2.0120145595508013e-06,0.1066289030042976,0.0013396398455509607,24,10000
TennessenEuropean,200,1000,500,2.6230184805078536e-05,2.9079213887828785e-06,0.0937308701779846,0.0013435448693782,24,10000
TennessenEuropean,200,1000,500,3.861682042254919e-05,4.329497799433757e-06,0.08311964086996326,0.001343408867902084,24,10000
TennessenEuropean,200,1000,500,5.649985310986774e-05,6.270642852561348e-06,0.06608864650418618,0.0013457821624366746,24,10000
TennessenEuropean,200,1000,500,8.319884920549653e-05,9.328673897390239e-06,0.05918978139479067,0.0013456589085755332,24,10000
TennessenEuropean,200,10000,1000,1.21732716617077e-07,1.350526397485167e-08,0.16301069105003219,0.0013308915599193375,24,10000
TennessenEuropean,200,10000,1000,1.7923562028357247e-07,2.0088829840546945e-08,0.1676557209609297,0.0013291073444753705,24,10000
TennessenEuropean,200,10000,1000,2.6224308883950476e-07,2.91074729608573e-08,0.16493522211782646,0.0013301454240320562,24,10000
TennessenEuropean,200,10000,1000,3.8617029621724864e-07,4.329254486100014e-08,0.16607002518919514,0.0013293060582172242,24,10000
TennessenEuropean,200,10000,1000,5.650098080435827e-07,6.269725321677438e-08,0.16237831796709368,0.0013308796588317941,24,10000
TennessenEuropean,200,10000,1000,8.320093372215571e-07,9.328905272604264e-08,0.16462372986576498,0.0013295109248757896,24,10000
TennessenEuropean,200,10000,1000,1.217315281187786e-06,1.3505744421092985e-07,0.1624717625688894,0.0013309811947065564,24,10000
TennessenEuropean,200,10000,1000,1.792323708760571e-06,2.0087165771442825e-07,0.16339000602957401,0.0013301293987952525,24,10000
TennessenEuropean,200,10000,1000,2.6223851393422323e-06,2.910924741645399e-07,0.15541142056792825,0.001332171466919992,24,10000
TennessenEuropean,200,10000,1000,3.8614123268374725e-06,4.3274801132868774e-07,0.15061867926250588,0.0013329019835926837,24,10000
TennessenEuropean,200,10000,1000,5.649700764748008e-06,6.271746845217241e-07,0.14731224846469293,0.0013338087821199282,24,10000
TennessenEuropean,200,10000,1000,8.319380319708106e-06,9.324773985278598e-07,0.14360888909287028,0.001334225223859757,24,10000
TennessenEuropean,200,10000,1000,1.2172164012453124e-05,1.3510901308485964e-06,0.13452230889602287,0.0013363464307561209,24,10000
TennessenEuropean,200,10000,1000,1.7922084503669767e-05,2.0081035771561366e-06,0.12544330616167126,0.001337829920427624,24,10000
TennessenEuropean,200,10000,1000,2.622213286293281e-05,2.9118709054154365e-06,0.1071854994669088,0.0013405548730418028,24,10000
TennessenEuropean,200,10000,1000,3.860988332870874e-05,4.325132409425541e-06,0.08664072598558074,0.0013435992007888385,24,10000
TennessenEuropean,200,10000,1000,5.6490946537111965e-05,6.274970875920664e-06,0.07190512407495192,0.0013446441248789198,24,10000
TennessenEuropean,200,10000,1000,8.320454863297667e-05,9.332193846159756e-06,0.05548317679206793,0.0013457160210324434,24,10000
TennessenEuropean,200,10000,2000,1.2172886206067148e-07,1.3506971674313268e-08,0.23994049269208556,0.0013094192849544414,24,10000
TennessenEuropean,200,10000,2000,1.7924155410283748e-07,2.0092824066282396e-08,0.2424578153203001,0.0013078475051112952,24,10000
TennessenEuropean,200,10000,2000,2.622513580960713e-07,2.910315808445606e-08,0.24169089582365724,0.0013087465790162806,24,10000
TennessenEuropean,200,10000,2000,3.861586833157299e-07,4.3285071571254133e-08,0.23959187493232412,0.0013088616991042217,24,10000
TennessenEuropean,200,10000,2000,5.649937391020869e-07,6.270477224360464e-08,0.234695901239416,0.0013110067393773068,24,10000
TennessenEuropean,200,10000,2000,8.319018034134717e-07,9.322199322538684e-08,0.23591276628578697,0.0013102781742133365,24,10000
TennessenEuropean,200,10000,2000,1.2171764540878258e-06,1.351270121970693e-07,0.23513568932197196,0.0013106607675515477,24,10000
TennessenEuropean,200,10000,2000,1.7923630899107322e-06,2.0089687701997918e-07,0.23166815060537063,0.0013115005575801116,24,10000
TennessenEuropean,200,10000,2000,2.6224317916678913e-06,2.9106965182104675e-07,0.2310879345674805,0.0013121231059904483,24,10000
TennessenEuropean,200,10000,2000,3.862000973892962e-06,4.3311423934081166e-07,0.22549377163615755,0.001313057750537749,24,10000
TennessenEuropean,200,10000,2000,5.6504672550763395e-06,6.267919330263544e-07,0.21886787222211215,0.0013163271228991023,24,10000
TennessenEuropean,200,10000,2000,8.320362585065864e-06,9.330905284779161e-07,0.20970257101069337,0.001317837439544408,24,10000
TennessenEuropean,200,10000,2000,1.2173430464168654e-05,1.3504680370307314e-06,0.19722749008521312,0.0013225021629186433,24,10000
TennessenEuropean,200,10000,2000,1.792410591442313e-05,2.0093557811655257e-06,0.18178345342929617,0.00132564548446624,24,10000
TennessenEuropean,200,10000,2000,2.62247363577963e-05,2.910586994138656e-06,0.1614411724223527,0.0013310059360633578,24,10000
TennessenEuropean,200,10000,2000,3.8616091466018364e-05,4.329006425192947e-06,0.14284554210486525,0.001334308679508359,24,10000
TennessenEuropean,200,10000,2000,5.6498986190243306e-05,6.2710392926816654e-06,0.11496731659912258,0.0013397280474771408,24,10000
TennessenEuropean,200,10000,2000,8.318085836057981e-05,9.317427376713277e-06,0.08524332304086563,0.0013438326587724416,24,10000
TennessenEuropean,200,10000,500,1.2172840361751835e-07,1.3507353147882005e-08,0.09800715477263797,0.001342309670443294,24,10000
TennessenEuropean,200,10000,500,1.7923764798502414e-07,2.009012626233534e-08,0.09953556670052242,0.0013414560417602378,24,10000
TennessenEuropean,200,10000,500,2.622456066640126e-07,2.9105923075516327e-08,0.09776842718080618,0.0013421923999035253,24,10000
TennessenEuropean,200,10000,500,3.8621195493935817e-07,4.331812404555477e-08,0.09836053327599664,0.0013411285826379657,24,10000
TennessenEuropean,200,10000,500,5.650637642677963e-07,6.267067021750599e-08,0.09898384946398336,0.0013425163749986007,24,10000
TennessenEuropean,200,10000,500,8.319073506751758e-07,9.322504761508458e-08,0.09892293281623298,0.0013416993581439462,24,10000
TennessenEuropean,200,10000,500,1.217183169399675e-06,1.3512391079073954e-07,0.09428395981210379,0.001342484606169393,24,10000
TennessenEuropean,200,10000,500,1.792496530366278e-06,2.0097901990039648e-07,0.0962250696065763,0.0013416743280612402,24,10000
TennessenEuropean,200,10000,500,2.6226059078265835e-06,2.9098336093494807e-07,0.09362103518091588,0.0013429512051869432,24,10000
TennessenEuropean,200,10000,500,3.861865224204183e-06,4.330327507906591e-07,0.09254638408161682,0.0013421042150027897,24,10000
TennessenEuropean,200,10000,500,5.650287676438283e-06,6.268793880405e-07,0.09095083053849615,0.0013433253519178191,24,10000
TennessenEuropean,200,10000,500,8.319360767296992e-06,9.324685513179312e-07,0.08424029504150823,0.001343415068016961,24,10000
TennessenEuropean,200,10000,500,1.2172141831032202e-05,1.351100670364753e-06,0.07712696600274961,0.0013445800306037172,24,10000
TennessenEuropean,200,10000,500,1.792198077854885e-05,2.0080347166892695e-06,0.07291070882804086,0.0013449124054319334,24,10000
TennessenEuropean,200,10000,500,2.6221999077818158e-05,2.9119356016166352e-06,0.06887320720574157,0.0013451012444746049,24,10000
TennessenEuropean,200,10000,500,3.8620439504439806e-05,4.331718719605811e-06,0.05301484130467122,0.0013458625360814947,24,10000
TennessenEuropean,200,10000,500,5.6504617069317965e-05,6.2682576214237775e-06,0.042286780889947875,0.0013478407191794683,24,10000
TennessenEuropean,200,10000,500,8.317020530623587e-05,9.310744543408543e-06,0.02514895363697995,0.0013487434762236826,24,10000
