ANC_ID,MOD_ID,rec_rate_mean,rec_rate_se,corr_piA_piB,se_corr_piA_piB
LBK,NA18486,1.0844164698961334e-05,4.968652471855357e-07,0.24941533962034762,0.006132532584633427
LBK,NA18486,1.2715947857638377e-05,5.82171084234826e-07,0.24400567177846044,0.0061046418477965865
LBK,NA18486,1.4901849772779423e-05,6.855674667873889e-07,0.1942015415353753,0.006082145556512951
LBK,NA18486,1.7466950154067914e-05,7.973907559743567e-07,0.19750108418175585,0.005991170315974629
LBK,NA18486,2.0468698326331875e-05,9.31099829816947e-07,0.17960112176452298,0.005952336361397903
LBK,NA18486,2.3988291278331158e-05,1.1034994845279204e-06,0.17366410143743694,0.0058770502259776584
LBK,NA18486,2.8138555639066347e-05,1.2835319704704173e-06,0.16054204417316717,0.005756567944020315
LBK,NA18486,3.295771341595495e-05,1.5118475108917856e-06,0.13790104432202355,0.005679850165948002
LBK,NA18486,3.8612907845083826e-05,1.77417291446965e-06,0.12779092141628032,0.005492488759407149
LBK,NA18486,4.52718985691951e-05,2.079132198266827e-06,0.10952334737645984,0.005395558040338772
LBK,NA18486,5.309466376576407e-05,2.4377171851189276e-06,0.10058631951888007,0.005171337981704778
LBK,NA18486,6.221279247811874e-05,2.8374368343335393e-06,0.08747428249551252,0.004998170120310731
LBK,NA18486,7.292777139990999e-05,3.3406627301897317e-06,0.06780506364586575,0.004847940362257218
LBK,NA18486,8.551746019097806e-05,3.9115914910001056e-06,0.061150836838726394,0.0046224518129875805
LBK,NA18486,0.0001001741078517699,4.586945556611589e-06,0.06515455235537268,0.0045102883795579
LBK,NA18486,0.00011732429197057194,5.3697071811109445e-06,0.06032024624112503,0.004440036564341927
LBK,NA18486,0.00013761547539802534,6.320485302835562e-06,0.05979858774788537,0.004363659954070145
LBK,NA18486,0.0001612811942354514,7.393576777800618e-06,0.05051948017015567,0.004312941627576989
LBK,NA18486,0.00018899914593367424,8.620539486991628e-06,0.05010500413798906,0.004240310701606481
LBK,NA18486,0.0002215017514815767,1.0114686522403332e-05,0.04342396270847907,0.004248421384222012
LBK,NA18486,0.0002596353034063517,1.1853642882380877e-05,0.050322359499407596,0.004203375669668344
LBK,NA18486,0.00030427612543866995,1.38686826225378e-05,0.03316878915469906,0.0042251440472610684
LBK,NA18486,0.0003564367508733566,1.6313084264623987e-05,0.04433890667064859,0.004269145552695047
LBK,NA18486,0.00041781959019908133,1.920742071655903e-05,0.034307657537514934,0.004346088248985594
LBK,NA18486,0.0004898804825818224,2.2400784554488723e-05,0.03885419992201562,0.0043895403093543615
LBK,NA18486,0.0005737977737328652,2.6417138423748807e-05,0.020720278708317063,0.004507059672232616
LBK,NA18486,0.0006723778918401925,3.100365157723825e-05,0.026559792089538455,0.004661690025475596
LBK,NA18486,0.0007885106882658086,3.625803149013834e-05,0.0244860577016031,0.0048024227557148585
LBK,NA18486,0.0009230718745500269,4.230593258544672e-05,0.05158951924640328,0.005019448147661141
LBK,NA18488,1.0852625901118659e-05,4.990625191430905e-07,0.23048387861000968,0.006201082712495938
LBK,NA18488,1.2711198784943534e-05,5.806159441180502e-07,0.2552466365100047,0.006089658808732437
LBK,NA18488,1.4895186724645314e-05,6.84878850490904e-07,0.214966234224941,0.006043630278041604
LBK,NA18488,1.7451763198111462e-05,8.003754472551235e-07,0.18410906998510243,0.006011347197743654
LBK,NA18488,2.0453558322446336e-05,9.372398547556263e-07,0.1922949898051161,0.005900972145557889
LBK,NA18488,2.3976380513673575e-05,1.1053889603238573e-06,0.16953219452336218,0.005857197742287146
LBK,NA18488,2.813243029527551e-05,1.2965106791747546e-06,0.16470882685695395,0.005737554747061878
LBK,NA18488,3.295625377265957e-05,1.514735362101665e-06,0.13990035552858204,0.005650069357961131
LBK,NA18488,3.8630933814006834e-05,1.7721305711212991e-06,0.10667997291868134,0.005541755060981611
LBK,NA18488,4.527018606285453e-05,2.0851342125638408e-06,0.12052841903997438,0.005348680304243458
LBK,NA18488,5.3077988071395095e-05,2.425466748751742e-06,0.08789386641301918,0.005196146317480333
LBK,NA18488,6.223590713647842e-05,2.8614905302698115e-06,0.08960986017690352,0.005007818619466242
LBK,NA18488,7.29595377170627e-05,3.330652153705709e-06,0.06728564220425413,0.0048418846805740245
LBK,NA18488,8.54964763638204e-05,3.9313116260936255e-06,0.0705324219545554,0.004648588252986336
LBK,NA18488,0.00010020548863362649,4.598710590430033e-06,0.07138777407298698,0.004503073813205785
LBK,NA18488,0.00011730670153041315,5.3908254310539515e-06,0.06924213082143683,0.0044456040278859875
LBK,NA18488,0.00013752674473662936,6.2961847388778026e-06,0.059077718590315804,0.00436180590813211
LBK,NA18488,0.0001612767728676901,7.398838574275486e-06,0.046852549045434934,0.004303652754909506
LBK,NA18488,0.00018905349769291355,8.652527446906853e-06,0.047901336744059095,0.00428140189785068
LBK,NA18488,0.00022141101835510032,1.0127476104792855e-05,0.048023915945514806,0.004249139943799673
LBK,NA18488,0.0002595917569428043,1.1866677812216818e-05,0.04300772313920223,0.004207945526218251
LBK,NA18488,0.000304273692227676,1.389776039373134e-05,0.03766395051705852,0.0042390793265338345
LBK,NA18488,0.00035646319176504406,1.6217131681913987e-05,0.04904005603322565,0.004278807308344937
LBK,NA18488,0.0004179224758498409,1.9135785026557247e-05,0.029517286449040944,0.0043467122791734135
LBK,NA18488,0.00048949646315786,2.2468586086883004e-05,0.035939295156559525,0.004376695426768063
LBK,NA18488,0.0005739033962118612,2.6363840153628218e-05,0.03062640962023739,0.00452017363743186
LBK,NA18488,0.0006720439222259605,3.099777795863388e-05,0.02352778421248335,0.004640148432334439
LBK,NA18488,0.0007881463078223041,3.6400576427392794e-05,0.02712655737636421,0.004785942271922752
LBK,NA18488,0.0009231097633519035,4.22426443831441e-05,0.040183650758986604,0.004993278388398562
LBK,NA18489,1.083748281969159e-05,4.976117748999229e-07,0.1868520586859816,0.006221510073071635
LBK,NA18489,1.2708861798208347e-05,5.819814165020232e-07,0.24226213987158046,0.006115880939457049
LBK,NA18489,1.4893211059588102e-05,6.824605304876402e-07,0.2096412278554422,0.006074329437939243
LBK,NA18489,1.746390901746934e-05,7.989737992021449e-07,0.2095936044718432,0.005977815215532837
LBK,NA18489,2.0458636014237224e-05,9.371402628170122e-07,0.23430331313381664,0.005896884133449913
LBK,NA18489,2.3985716405060798e-05,1.0952564802360315e-06,0.18455090502207097,0.005853767338698047
LBK,NA18489,2.81247686522498e-05,1.2870659834091939e-06,0.17907475315949847,0.005786266475251312
LBK,NA18489,3.297331641123148e-05,1.5117965049563323e-06,0.1362940414120952,0.005678605117400555
LBK,NA18489,3.863549215798079e-05,1.768876788215993e-06,0.12270531317140605,0.005542386250572359
LBK,NA18489,4.529444912610083e-05,2.0787382475569835e-06,0.09591512389911347,0.005372327578378805
LBK,NA18489,5.310546147007448e-05,2.4137552124249385e-06,0.08430377510057278,0.005235799039484916
LBK,NA18489,6.223423631316457e-05,2.844670838579631e-06,0.0931334337580557,0.005007712458912255
LBK,NA18489,7.290178234118665e-05,3.3477325287020103e-06,0.09165588774791815,0.004828817767222571
LBK,NA18489,8.553353015088385e-05,3.919796500508556e-06,0.08014789170164441,0.00463690215567021
LBK,NA18489,0.00010018215123780805,4.588383487818133e-06,0.06964248494196747,0.004495346640836893
LBK,NA18489,0.0001173821366332755,5.377487659126508e-06,0.05764670038587564,0.004444654361038101
LBK,NA18489,0.0001375637890827011,6.310614410201067e-06,0.061739784804738414,0.004361893168636369
LBK,NA18489,0.00016128344732422055,7.401778229829198e-06,0.06034242653339743,0.004301052107403372
LBK,NA18489,0.0001889072702306492,8.676760946810032e-06,0.04967069076131136,0.004256816561527831
LBK,NA18489,0.00022146967959833666,1.0117239954834131e-05,0.057213144297886445,0.00423103115439588
LBK,NA18489,0.0002595853896165256,1.1867616248093709e-05,0.04641794929596493,0.004215536719679437
LBK,NA18489,0.00030423130776075223,1.3926770481998915e-05,0.04491660042315306,0.004223241274445509
LBK,NA18489,0.0003564585344461932,1.6354643367042637e-05,0.032606095750722534,0.00429019568071949
LBK,NA18489,0.00041771247468008386,1.9149789510362187e-05,0.03504509296905253,0.004352360404399279
LBK,NA18489,0.0004895587603157157,2.2378470281021233e-05,0.036558413933041614,0.004396883861477756
LBK,NA18489,0.0005739464335761062,2.62185480376498e-05,0.027711831032162376,0.004514100587453243
LBK,NA18489,0.0006723553085365536,3.119518435050456e-05,0.03151112144659525,0.004635235562448102
LBK,NA18489,0.0007885467386866286,3.631889556587969e-05,0.0340327641202964,0.004777653547698997
LBK,NA18489,0.0009234298734003214,4.218660893756987e-05,0.022296186770068362,0.005026987443013224
LBK,NA18525,1.0846362127135088e-05,4.961743759241481e-07,0.25439445080933,0.005946126740865938
