scenario,Ne,scale_marginal,se_scale_marginal,se_scale_marginal_fd,scale_jt,eps_jt,se_scale_jt,se_eps_jt,n_panel,n_snps,ta,min_maf,seed
SerialConstant,20000,1687.836562336634,7.096041117080361,7.112652393919233,1000.2907818104521,0.005458248521638335,65.14296746906653,6.255859575425498e-05,100.0,199066.0,220.0,5,1
SerialConstant,20000,1954.2785624797818,7.752463612867705,7.7419978065335755,1000.4132446284382,0.006055544388843314,81.58543388032714,6.410571192865169e-05,100.0,199066.0,240.0,5,1
SerialConstant,20000,2052.102349521278,7.9746426045622005,7.9708297127683405,1000.547400136332,0.007134304886491666,89.14314125698495,8.242858698472986e-05,100.0,199066.0,260.0,5,1
SerialConstant,20000,2070.3775842353803,7.9497816165211495,7.950951001068839,1000.5240353383375,0.006913917926016255,88.4619047858196,4.6646524572638515e-05,100.0,199066.0,280.0,5,1
SerialConstant,20000,2473.427028479886,8.835011563349278,8.83118217218956,1000.7297794029026,0.007206942001385474,117.19141453613871,0.0001222866450972433,100.0,199066.0,300.0,5,1
SerialConstant,20000,2075.8528692403875,7.985820902292254,7.989281656536573,1000.5386034574667,0.006883208275623783,91.44299026014588,0.00010013703068482955,100.0,199066.0,320.0,5,1
SerialConstant,20000,2314.9907902769364,8.44587085197324,8.467869032110638,1000.6654528691064,0.007261794333947575,106.00662230426494,0.0001544877003128364,100.0,199066.0,340.0,5,1
SerialConstant,20000,2107.441172094217,8.04876595295071,8.0596156075285,1000.6131025434983,0.00745423168099409,94.82095496194476,6.431762768030789e-05,100.0,199066.0,360.0,5,1
SerialConstant,20000,2626.7817105055797,9.217763801219126,9.18571430691944,1000.8760661807805,0.007841128981119072,127.61236858616655,7.364841354688757e-05,100.0,199066.0,380.0,5,1
SerialConstant,20000,2106.5053883130936,8.101520348368922,8.111332161222105,1000.6015770451437,0.007397523272746763,93.92574985331372,7.840304306521372e-05,100.0,199066.0,400.0,5,1
SerialConstant,20000,2530.3303417315706,9.009232352746652,8.99655533582449,1000.870016377273,0.008166366494818491,121.0336552993096,5.748414228893981e-05,100.0,199066.0,420.0,5,1
SerialConstant,20000,2334.015573825909,8.50712638375214,8.52693861892401,1000.7529435051226,0.007929941584317042,108.3820146973683,0.00010119461497163071,100.0,199066.0,440.0,5,1
SerialConstant,20000,2536.8167767236437,8.948765240286082,8.933619504359417,1000.8396847216817,0.007969859761925479,120.09687721135668,0.00010388718046701993,100.0,199066.0,460.0,5,1
SerialConstant,20000,2339.096416686796,8.590368506068787,8.609804866345591,1000.7457770419595,0.007779239873941712,109.73628214327202,0.00011592648083505426,100.0,199066.0,480.0,5,1
SerialConstant,20000,2365.927171821957,8.594188277884362,8.611291255465614,1000.7709413730136,0.007983649215967628,110.11394755572452,7.996812877067898e-05,100.0,199066.0,500.0,5,1
SerialConstant,20000,1424.0863447377205,6.466318258602455,6.432008866335765,1000.1434441890403,0.004615655643023103,39.66791333184177,3.525999250353394e-05,100.0,199667.0,20.0,1,2
SerialConstant,20000,1059.5628069396923,5.5312502034728865,5.531549496271851,1000.0381842355753,0.0034946990290970464,15.337858477213361,2.8436976010130145e-05,100.0,199667.0,40.0,1,2
SerialConstant,20000,1463.3942954223564,6.62939923506734,6.595739580486578,1000.1929401652733,0.0052536814583374215,45.343704974599575,5.029096514225768e-05,100.0,199667.0,60.0,1,2
SerialConstant,20000,1448.049284919725,6.599329453963566,6.564035264814669,1000.1611510343644,0.004628406037368461,44.3962827655423,3.827135914320104e-05,100.0,199667.0,80.0,1,2
SerialConstant,20000,1794.600346463552,7.361920032619256,7.372307626920453,1000.3260744502941,0.0057122266369510006,69.10880726455586,5.51482352442847e-05,100.0,199667.0,100.0,1,2
SerialConstant,20000,1749.3663926647719,7.228331026693712,7.24371856720789,1000.2980984317805,0.005623223717976655,64.39990712747365,5.323567415549014e-05,100.0,199667.0,120.0,1,2
SerialConstant,20000,1512.5790794072727,6.701007851093461,6.681625411674928,1000.1768376808507,0.0046911531267881095,47.886247940012716,3.7788330707611115e-05,100.0,199667.0,140.0,1,2
SerialConstant,20000,1619.3791174980358,6.922577137936729,6.934964329697634,1000.2561173840348,0.005577365652684401,55.90643041239341,6.287466687936627e-05,100.0,199667.0,160.0,1,2
SerialConstant,20000,1814.0854144110672,7.407668092253752,7.416619450220838,1000.3366426473922,0.005798328281775419,70.05669007857047,6.438366834294193e-05,100.0,199667.0,180.0,1,2
SerialConstant,20000,1391.0243107197657,6.418004678174877,6.388782308606287,1000.1090159836738,0.003822284276563724,38.62014985354892,3.8429803388153584e-05,100.0,199667.0,200.0,1,2
SerialConstant,20000,1847.879895236179,7.546501514065274,7.548657574235477,1000.3770714688255,0.006035825634122299,74.75216607383003,7.172899093623417e-05,100.0,199667.0,220.0,1,2
SerialConstant,20000,1638.9173507707014,7.0170354840260885,7.0310574957765315,1000.23729570523,0.005167300222339263,56.90091756629377,4.34695055370135e-05,100.0,199667.0,240.0,1,2
SerialConstant,20000,2043.6140965148995,7.916963132050222,7.910128571676453,1000.5275238334945,0.007100596059377072,86.3814222686047,9.99255734879438e-05,100.0,199667.0,260.0,1,2
SerialConstant,20000,2011.7933253753824,7.871767847508077,7.862318822790738,1000.5458513608145,0.00738026099571684,85.42771704590103,5.5954316614853963e-05,100.0,199667.0,280.0,1,2
SerialConstant,20000,2243.851459055351,8.301485911892183,8.32746346845379,1000.6047693186877,0.006956456084966159,101.38847631051745,5.358849251089469e-05,100.0,199667.0,300.0,1,2
SerialConstant,20000,2074.8474044788254,7.983347034189028,7.984711477594481,1000.5338352104245,0.006977040112069171,89.21714467181958,8.251925564545627e-05,100.0,199667.0,320.0,1,2
SerialConstant,20000,2452.5211385056,8.796150182835477,8.797214412678052,1000.8472229604097,0.008394452979051226,114.26422112892358,6.575406875353988e-05,100.0,199667.0,340.0,1,2
SerialConstant,20000,1867.1928955028056,7.54982394872853,7.547831475482304,1000.3468138051642,0.005746042275867681,72.93530622005045,4.3080425012849e-05,100.0,199667.0,360.0,1,2
SerialConstant,20000,2421.3513019513975,8.684764344064435,8.686789777430324,1000.8307990732112,0.00834073896350745,112.87389304216654,6.362632216629354e-05,100.0,199667.0,380.0,1,2
SerialConstant,20000,1975.4446824655697,7.7885060134589255,7.776906409155629,1000.4032589171823,0.0059275343116389385,81.67281596482024,9.641758243479693e-05,100.0,199667.0,400.0,1,2
SerialConstant,20000,2385.4082671381484,8.636212000281137,8.649606888618786,1000.7251047664694,0.007540014446728779,110.59152829822635,3.234970746784115e-05,100.0,199667.0,420.0,1,2
SerialConstant,20000,1935.6613325825222,7.684819887854336,7.673678516605122,1000.3749195024348,0.005848003334768668,77.18370577233698,6.0599610013161824e-05,100.0,199667.0,440.0,1,2
SerialConstant,20000,2132.170953316593,8.17431697936443,8.18904479987878,1000.6064945128705,0.007392475640746064,94.76441220487247,9.817743487801411e-05,100.0,199667.0,460.0,1,2
SerialConstant,20000,2319.686742479304,8.550374229299338,8.571009048931606,1000.7503599338554,0.007969234690590389,107.42171056172374,3.3470672937876026e-05,100.0,199667.0,480.0,1,2
SerialConstant,20000,2404.4652950389677,8.676209462654812,8.68803009939932,1000.7064931102965,0.00729054058000337,112.12032299216709,6.496510768634613e-05,100.0,199667.0,500.0,1,2
SerialConstant,20000,1424.0863447377205,6.466318258602455,6.432008866335765,1000.1434441890403,0.004615655643023103,39.66791333184177,3.525999250353394e-05,100.0,199667.0,20.0,5,2
SerialConstant,20000,1059.5628069396923,5.5312502034728865,5.531549496271851,1000.0381842355753,0.0034946990290970464,15.337858477213361,2.8436976010130145e-05,100.0,199667.0,40.0,5,2
SerialConstant,20000,1463.3942954223564,6.62939923506734,6.595739580486578,1000.1929401652733,0.0052536814583374215,45.343704974599575,5.029096514225768e-05,100.0,199667.0,60.0,5,2
SerialConstant,20000,1448.049284919725,6.599329453963566,6.564035264814669,1000.1611510343644,0.004628406037368461,44.3962827655423,3.827135914320104e-05,100.0,199667.0,80.0,5,2
SerialConstant,20000,1794.600346463552,7.361920032619256,7.372307626920453,1000.3260744502941,0.0057122266369510006,69.10880726455586,5.51482352442847e-05,100.0,199667.0,100.0,5,2
SerialConstant,20000,1749.3663926647719,7.228331026693712,7.24371856720789,1000.2980984317805,0.005623223717976655,64.39990712747365,5.323567415549014e-05,100.0,199667.0,120.0,5,2
SerialConstant,20000,1512.5790794072727,6.701007851093461,6.681625411674928,1000.1768376808507,0.0046911531267881095,47.886247940012716,3.7788330707611115e-05,100.0,199667.0,140.0,5,2
SerialConstant,20000,1619.3791174980358,6.922577137936729,6.934964329697634,1000.2561173840348,0.005577365652684401,55.90643041239341,6.287466687936627e-05,100.0,199667.0,160.0,5,2
SerialConstant,20000,1814.0854144110672,7.407668092253752,7.416619450220838,1000.3366426473922,0.005798328281775419,70.05669007857047,6.438366834294193e-05,100.0,199667.0,180.0,5,2
SerialConstant,20000,1391.0243107197657,6.418004678174877,6.388782308606287,1000.1090159836738,0.003822284276563724,38.62014985354892,3.8429803388153584e-05,100.0,199667.0,200.0,5,2
SerialConstant,20000,1847.879895236179,7.546501514065274,7.548657574235477,1000.3770714688255,0.006035825634122299,74.75216607383003,7.172899093623417e-05,100.0,199667.0,220.0,5,2
SerialConstant,20000,1638.9173507707014,7.0170354840260885,7.0310574957765315,1000.23729570523,0.005167300222339263,56.90091756629377,4.34695055370135e-05,100.0,199667.0,240.0,5,2
SerialConstant,20000,2043.6140965148995,7.916963132050222,7.910128571676453,1000.5275238334945,0.007100596059377072,86.3814222686047,9.99255734879438e-05,100.0,199667.0,260.0,5,2
SerialConstant,20000,2011.7933253753824,7.871767847508077,7.862318822790738,1000.5458513608145,0.00738026099571684,85.42771704590103,5.5954316614853963e-05,100.0,199667.0,280.0,5,2
SerialConstant,20000,2243.851459055351,8.301485911892183,8.32746346845379,1000.6047693186877,0.006956456084966159,101.38847631051745,5.358849251089469e-05,100.0,199667.0,300.0,5,2
SerialConstant,20000,2074.8474044788254,7.983347034189028,7.984711477594481,1000.5338352104245,0.006977040112069171,89.21714467181958,8.251925564545627e-05,100.0,199667.0,320.0,5,2
SerialConstant,20000,2452.5211385056,8.796150182835477,8.797214412678052,1000.8472229604097,0.008394452979051226,114.26422112892358,6.575406875353988e-05,100.0,199667.0,340.0,5,2
SerialConstant,20000,1867.1928955028056,7.54982394872853,7.547831475482304,1000.3468138051642,0.005746042275867681,72.93530622005045,4.3080425012849e-05,100.0,199667.0,360.0,5,2
SerialConstant,20000,2421.3513019513975,8.684764344064435,8.686789777430324,1000.8307990732112,0.00834073896350745,112.87389304216654,6.362632216629354e-05,100.0,199667.0,380.0,5,2
SerialConstant,20000,1975.4446824655697,7.7885060134589255,7.776906409155629,1000.4032589171823,0.0059275343116389385,81.67281596482024,9.641758243479693e-05,100.0,199667.0,400.0,5,2
SerialConstant,20000,2385.4082671381484,8.636212000281137,8.649606888618786,1000.7251047664694,0.007540014446728779,110.59152829822635,3.234970746784115e-05,100.0,199667.0,420.0,5,2
SerialConstant,20000,1935.6613325825222,7.684819887854336,7.673678516605122,1000.3749195024348,0.005848003334768668,77.18370577233698,6.0599610013161824e-05,100.0,199667.0,440.0,5,2
SerialConstant,20000,2132.170953316593,8.17431697936443,8.18904479987878,1000.6064945128705,0.007392475640746064,94.76441220487247,9.817743487801411e-05,100.0,199667.0,460.0,5,2
SerialConstant,20000,2319.686742479304,8.550374229299338,8.571009048931606,1000.7503599338554,0.007969234690590389,107.42171056172374,3.3470672937876026e-05,100.0,199667.0,480.0,5,2
SerialConstant,20000,2404.4652950389677,8.676209462654812,8.68803009939932,1000.7064931102965,0.00729054058000337,112.12032299216709,6.496510768634613e-05,100.0,199667.0,500.0,5,2
SerialConstant,20000,1435.3041166328708,6.510719413418108,6.47654862456418,1000.1689075744019,0.004950248668429151,42.753048654092154,4.120660407193838e-05,100.0,200047.0,20.0,1,3
SerialConstant,20000,1446.3038644471037,6.54714923610955,6.512400992585721,1000.1682587298038,0.00480862034026105,44.170374940699,4.661500638748642e-05,100.0,200047.0,40.0,1,3
SerialConstant,20000,1374.0659427087407,6.387785797263914,6.363285283473829,1000.1462983735901,0.004731092467105418,39.21020939029266,3.730271941879356e-05,100.0,200047.0,60.0,1,3
SerialConstant,20000,1477.48792576312,6.61716027271989,6.585634706110172,1000.2056927995827,0.005419258998851779,46.5353157048162,3.510038805122736e-05,100.0,200047.0,80.0,1,3
SerialConstant,20000,1340.6843722112262,6.271005752392265,6.255406072931104,1000.1216017245582,0.004286785510434956,36.99731491208772,3.0421968234379448e-05,100.0,200047.0,100.0,1,3
SerialConstant,20000,1109.8483521279495,5.633055556087061,5.644640314900193,1000.0442747822196,0.0034242019647242002,18.288705446363863,2.7742052690653554e-05,100.0,200047.0,120.0,1,3
SerialConstant,20000,1544.5341219768015,6.777897942133417,6.771163922243256,1000.2376257190749,0.00549511035193621,52.83505973374764,4.4217614349900705e-05,100.0,200047.0,140.0,1,3
SerialConstant,20000,1393.0374228519568,6.427427850317253,6.398505162549278,1000.1514330216577,0.004586771819355937,42.20907981262543,3.600421097482051e-05,100.0,200047.0,160.0,1,3
SerialConstant,20000,1856.5158549091066,7.537420117588968,7.538655017249778,1000.3764952060541,0.005936023828688726,76.14989800461491,6.193783869886622e-05,100.0,200047.0,180.0,1,3
SerialConstant,20000,1649.8772820615081,7.035329587647353,7.0508284846402525,1000.268956737382,0.0054988366713597985,59.731596594481694,4.1023032079098116e-05,100.0,200047.0,200.0,1,3
SerialConstant,20000,1803.2282327813407,7.361000291352935,7.368730102043908,1000.3079209909783,0.005217661417765253,72.88373599637589,7.715591775386847e-05,100.0,200047.0,220.0,1,3
SerialConstant,20000,1300.615311175924,6.2193296132414,6.2158564079561485,1000.1007738824212,0.0038671560890962057,35.14716763548847,3.216739014356377e-05,100.0,200047.0,240.0,1,3
SerialConstant,20000,1662.7676700940692,7.078881992854753,7.095036507963571,1000.2457636578939,0.004882045949169634,63.22916547031658,6.890501338969668e-05,100.0,200047.0,260.0,1,3
SerialConstant,20000,1989.7276468914836,7.814410058259865,7.8023056134341005,1000.4840500113565,0.00680255227120365,83.3443750179476,6.791739721435747e-05,100.0,200047.0,280.0,1,3
SerialConstant,20000,2073.9185095151497,7.965584142003807,7.96748906491086,1000.5519159006764,0.00701417673417467,91.66660608548236,8.304837598061904e-05,100.0,200047.0,300.0,1,3
SerialConstant,20000,1854.7717937585858,7.510197454384548,7.510277005623262,1000.3745500167406,0.005907084104221503,76.20002652558695,5.7621435634610914e-05,100.0,200047.0,320.0,1,3
SerialConstant,20000,2308.8574868640467,8.472500124061996,8.495464801489392,1000.7491416878984,0.008000865249199844,106.75874355191694,7.596734281709803e-05,100.0,200047.0,340.0,1,3
SerialConstant,20000,2424.502304699824,8.693539970820332,8.700688802951305,1000.8413818730667,0.008367930938551383,113.8986603409049,3.4598237577012936e-05,100.0,200047.0,360.0,1,3
SerialConstant,20000,1913.6423446757842,7.673866149331159,7.664898176651733,1000.4672049147639,0.006751664866718395,81.16472944031709,4.652681005339574e-05,100.0,200047.0,380.0,1,3
SerialConstant,20000,2308.790903527221,8.485346891734508,8.508284912297684,1000.7239391555023,0.007792355741404641,106.33178050505586,0.00010499222784727193,100.0,200047.0,400.0,1,3
SerialConstant,20000,2762.9100245695718,9.450809974917608,9.41121679767741,1001.2242588592769,0.009902701398163152,137.08410138605157,0.00011671275886935714,100.0,200047.0,420.0,1,3
SerialConstant,20000,2276.102783595013,8.420544332493064,8.443622294141807,1000.6690448421073,0.007299605373600199,105.94701545774194,0.00016982417348585145,100.0,200047.0,440.0,1,3
SerialConstant,20000,2212.4899057024613,8.243630806991762,8.266863458439525,1000.6266339685632,0.007291550035282356,99.38329428139372,0.00014418942783626189,100.0,200047.0,460.0,1,3
SerialConstant,20000,2533.484096643935,8.953950677668304,8.937739288945766,1000.8837654147997,0.008201474180520616,122.3531703434819,5.413212408219506e-05,100.0,200047.0,480.0,1,3
SerialConstant,20000,2737.95140291377,9.40373408290546,9.366625952711718,1001.2146283893946,0.01007768334554949,133.4019407199954,0.00011430462858682503,100.0,200047.0,500.0,1,3
SerialConstant,20000,1435.3041166328708,6.510719413418108,6.47654862456418,1000.1689075744019,0.004950248668429151,42.753048654092154,4.120660407193838e-05,100.0,200047.0,20.0,5,3
SerialConstant,20000,1446.3038644471037,6.54714923610955,6.512400992585721,1000.1682587298038,0.00480862034026105,44.170374940699,4.661500638748642e-05,100.0,200047.0,40.0,5,3
SerialConstant,20000,1374.0659427087407,6.387785797263914,6.363285283473829,1000.1462983735901,0.004731092467105418,39.21020939029266,3.730271941879356e-05,100.0,200047.0,60.0,5,3
SerialConstant,20000,1477.48792576312,6.61716027271989,6.585634706110172,1000.2056927995827,0.005419258998851779,46.5353157048162,3.510038805122736e-05,100.0,200047.0,80.0,5,3
SerialConstant,20000,1340.6843722112262,6.271005752392265,6.255406072931104,1000.1216017245582,0.004286785510434956,36.99731491208772,3.0421968234379448e-05,100.0,200047.0,100.0,5,3
SerialConstant,20000,1109.8483521279495,5.633055556087061,5.644640314900193,1000.0442747822196,0.0034242019647242002,18.288705446363863,2.7742052690653554e-05,100.0,200047.0,120.0,5,3
SerialConstant,20000,1544.5341219768015,6.777897942133417,6.771163922243256,1000.2376257190749,0.00549511035193621,52.83505973374764,4.4217614349900705e-05,100.0,200047.0,140.0,5,3
SerialConstant,20000,1393.0374228519568,6.427427850317253,6.398505162549278,1000.1514330216577,0.004586771819355937,42.20907981262543,3.600421097482051e-05,100.0,200047.0,160.0,5,3
SerialConstant,20000,1856.5158549091066,7.537420117588968,7.538655017249778,1000.3764952060541,0.005936023828688726,76.14989800461491,6.193783869886622e-05,100.0,200047.0,180.0,5,3
SerialConstant,20000,1649.8772820615081,7.035329587647353,7.0508284846402525,1000.268956737382,0.0054988366713597985,59.731596594481694,4.1023032079098116e-05,100.0,200047.0,200.0,5,3
SerialConstant,20000,1803.2282327813407,7.361000291352935,7.368730102043908,1000.3079209909783,0.005217661417765253,72.88373599637589,7.715591775386847e-05,100.0,200047.0,220.0,5,3
SerialConstant,20000,1300.615311175924,6.2193296132414,6.2158564079561485,1000.1007738824212,0.0038671560890962057,35.14716763548847,3.216739014356377e-05,100.0,200047.0,240.0,5,3
SerialConstant,20000,1662.7676700940692,7.078881992854753,7.095036507963571,1000.2457636578939,0.004882045949169634,63.22916547031658,6.890501338969668e-05,100.0,200047.0,260.0,5,3
SerialConstant,20000,1989.7276468914836,7.814410058259865,7.8023056134341005,1000.4840500113565,0.00680255227120365,83.3443750179476,6.791739721435747e-05,100.0,200047.0,280.0,5,3
SerialConstant,20000,2073.9185095151497,7.965584142003807,7.96748906491086,1000.5519159006764,0.00701417673417467,91.66660608548236,8.304837598061904e-05,100.0,200047.0,300.0,5,3
SerialConstant,20000,1854.7717937585858,7.510197454384548,7.510277005623262,1000.3745500167406,0.005907084104221503,76.20002652558695,5.7621435634610914e-05,100.0,200047.0,320.0,5,3
SerialConstant,20000,2308.8574868640467,8.472500124061996,8.495464801489392,1000.7491416878984,0.008000865249199844,106.75874355191694,7.596734281709803e-05,100.0,200047.0,340.0,5,3
SerialConstant,20000,2424.502304699824,8.693539970820332,8.700688802951305,1000.8413818730667,0.008367930938551383,113.8986603409049,3.4598237577012936e-05,100.0,200047.0,360.0,5,3
SerialConstant,20000,1913.6423446757842,7.673866149331159,7.664898176651733,1000.4672049147639,0.006751664866718395,81.16472944031709,4.652681005339574e-05,100.0,200047.0,380.0,5,3
SerialConstant,20000,2308.790903527221,8.485346891734508,8.508284912297684,1000.7239391555023,0.007792355741404641,106.33178050505586,0.00010499222784727193,100.0,200047.0,400.0,5,3
SerialConstant,20000,2762.9100245695718,9.450809974917608,9.41121679767741,1001.2242588592769,0.009902701398163152,137.08410138605157,0.00011671275886935714,100.0,200047.0,420.0,5,3
SerialConstant,20000,2276.102783595013,8.420544332493064,8.443622294141807,1000.6690448421073,0.007299605373600199,105.94701545774194,0.00016982417348585145,100.0,200047.0,440.0,5,3
SerialConstant,20000,2212.4899057024613,8.243630806991762,8.266863458439525,1000.6266339685632,0.007291550035282356,99.38329428139372,0.00014418942783626189,100.0,200047.0,460.0,5,3
SerialConstant,20000,2533.484096643935,8.953950677668304,8.937739288945766,1000.8837654147997,0.008201474180520616,122.3531703434819,5.413212408219506e-05,100.0,200047.0,480.0,5,3
SerialConstant,20000,2737.95140291377,9.40373408290546,9.366625952711718,1001.2146283893946,0.01007768334554949,133.4019407199954,0.00011430462858682503,100.0,200047.0,500.0,5,3
SerialConstant,20000,1235.3065868309359,5.9681486788733435,5.982119848047404,1000.0947560705309,0.004423425560172627,27.690685849835614,3.06666372170988e-05,100.0,199993.0,20.0,1,4
SerialConstant,20000,1419.137659872417,6.515462933345635,6.481982436570322,1000.1897061044257,0.005458383119285334,42.54157466231623,4.3825822012030785e-05,100.0,199993.0,40.0,1,4
SerialConstant,20000,1677.3022182803502,7.060587132182632,7.077243405709974,1000.2538054299818,0.005113235046183343,61.62118805819194,3.747756692548008e-05,100.0,199993.0,60.0,1,4
SerialConstant,20000,1427.0930172860656,6.529784794816401,6.495290446793323,1000.172665719087,0.00498946697755303,43.27003818228501,3.296579950952342e-05,100.0,199993.0,80.0,1,4
