scenario,ta,rec_rate,corr_bl,cov_bl,exp_bl,Ne,Ne_est,Nreps,seed
DivergenceMigration2,0.0,5.0,0.6404456536401395,1545517633.327865,39926.32647755708,10000,9981.58161938927,20000,42
DivergenceMigration2,233.0,3.0,0.02044414490430233,1600474625.2319164,40353.35733781411,10000,10088.339334453527,20000,42
DivergenceMigration2,233.0,3.07,0.01544449029576564,1627843543.5626957,40203.3600371257,10000,10050.840009281424,20000,42
DivergenceMigration2,233.0,3.14,0.0062057021526094585,1561316619.3838222,40351.77571467153,10000,10087.943928667883,20000,42
DivergenceMigration2,233.0,3.21,0.02291376112027664,1569559791.0364182,39919.60527108668,10000,9979.90131777167,20000,42
DivergenceMigration2,233.0,3.28,0.029921850863056695,1614539794.2757442,40252.589415761846,10000,10063.147353940461,20000,42
DivergenceMigration2,233.0,3.34,0.02638435555618693,1584733806.9600694,40024.727780829984,10000,10006.181945207496,20000,42
DivergenceMigration2,233.0,3.41,0.02859349931690661,1603552801.15124,40388.308363589815,10000,10097.077090897454,20000,42
DivergenceMigration2,233.0,3.48,0.0340356149452121,1573040806.7631285,40309.78231996546,10000,10077.445579991365,20000,42
DivergenceMigration2,233.0,3.55,0.047741574613945716,1556138153.2660227,39890.494215868064,10000,9972.623553967016,20000,42
DivergenceMigration2,233.0,3.62,0.05338297739498669,1583797880.7236946,39683.698175177415,10000,9920.924543794354,20000,42
DivergenceMigration2,233.0,3.69,0.06776178437707822,1556575368.904148,40216.92800911906,10000,10054.232002279765,20000,42
DivergenceMigration2,233.0,3.76,0.06771142428628521,1615471353.0833502,40803.73452362044,10000,10200.93363090511,20000,42
DivergenceMigration2,233.0,3.83,0.09267036009501868,1628752330.4228861,40354.84989530659,10000,10088.712473826647,20000,42
DivergenceMigration2,233.0,3.9,0.09476042505951088,1608574281.9097586,40120.735696278636,10000,10030.183924069659,20000,42
DivergenceMigration2,233.0,3.97,0.12985413130521203,1609413615.843554,40157.17568221295,10000,10039.293920553237,20000,42
DivergenceMigration2,233.0,4.03,0.1476260625223224,1564101796.4270205,40258.23666838308,10000,10064.55916709577,20000,42
DivergenceMigration2,233.0,4.1,0.16405861667582886,1596339719.2539492,40324.14836069,10000,10081.0370901725,20000,42
DivergenceMigration2,233.0,4.17,0.18187207689380075,1596779476.532495,39982.794054966784,10000,9995.698513741696,20000,42
DivergenceMigration2,233.0,4.24,0.22307700466802502,1572229361.8345504,39949.823654458094,10000,9987.455913614524,20000,42
DivergenceMigration2,233.0,4.31,0.252496222440402,1638305709.1051822,40280.0498533917,10000,10070.012463347924,20000,42
DivergenceMigration2,233.0,4.38,0.27261207674850974,1601774069.220472,40414.788793226144,10000,10103.697198306536,20000,42
DivergenceMigration2,233.0,4.45,0.32318783388400474,1624546525.4884567,40659.60991404241,10000,10164.902478510603,20000,42
DivergenceMigration2,233.0,4.52,0.3787389620379717,1555508471.261597,40317.623325200686,10000,10079.405831300171,20000,42
DivergenceMigration2,233.0,4.59,0.4137130427219502,1560827745.9787612,40155.94321966414,10000,10038.985804916036,20000,42
DivergenceMigration2,233.0,4.66,0.4438802852951026,1658401655.3934064,40728.863589952096,10000,10182.215897488024,20000,42
DivergenceMigration2,233.0,4.72,0.4802449457569256,1599669195.6524615,40546.52007548752,10000,10136.63001887188,20000,42
DivergenceMigration2,233.0,4.79,0.5274508875123556,1619276363.8844485,40250.56864106947,10000,10062.642160267367,20000,42
DivergenceMigration2,233.0,4.86,0.5690955542450689,1588302673.9398136,40440.069575689435,10000,10110.017393922359,20000,42
DivergenceMigration2,233.0,4.93,0.6068563705921073,1637054007.1150262,40708.44567471545,10000,10177.111418678862,20000,42
DivergenceMigration2,233.0,5.0,0.6389157546003603,1637814952.468734,40521.80831504496,10000,10130.45207876124,20000,42
DivergenceMigration2,1500.0,3.0,-0.002524568237701235,1619452764.2660127,41066.00691875998,10000,10266.501729689995,20000,42
DivergenceMigration2,1500.0,3.07,0.012942960091961702,1588002469.5460782,41919.176780511465,10000,10479.794195127866,20000,42
DivergenceMigration2,1500.0,3.14,0.0020852298343866614,1597868406.3246708,41668.31810078132,10000,10417.07952519533,20000,42
DivergenceMigration2,1500.0,3.21,0.0015121675635955984,1631249679.298789,41885.92723782956,10000,10471.48180945739,20000,42
DivergenceMigration2,1500.0,3.28,0.006795074513522658,1572505358.7575188,41551.4125824453,10000,10387.853145611325,20000,42
DivergenceMigration2,1500.0,3.34,0.005106376007713442,1565998847.7595696,41373.07164603601,10000,10343.267911509003,20000,42
DivergenceMigration2,1500.0,3.41,0.015497661959169538,1587613481.7884946,41545.936526733996,10000,10386.484131683499,20000,42
DivergenceMigration2,1500.0,3.48,0.02257711059419077,1641251940.2517443,42113.45799230152,10000,10528.36449807538,20000,42
DivergenceMigration2,1500.0,3.55,0.020664364778832843,1529494435.770716,40954.21981180788,10000,10238.55495295197,20000,42
DivergenceMigration2,1500.0,3.62,0.027464136886727483,1601084854.2019317,41386.83973524107,10000,10346.709933810267,20000,42
DivergenceMigration2,1500.0,3.69,0.0408896627690926,1636327940.8652973,41687.19319245831,10000,10421.798298114578,20000,42
