scales_true,scales_marg_hat,scales_jt_hat,eps_jt_hat,se_scales_jt_hat,se_eps_jt_hat,nsnps,thin,seeds,replicate,min_gen_dist
600,715.5193674582556,715.6979069810935,0.020057670020696437,11.318347381896439,0.0002103310655185114,27383,5,5,0,2.5759268496017285e-08
700,743.6100888442762,743.79071055725,0.02016223432060229,11.191473536087676,0.00021149836328774254,27383,5,5,0,2.5759268496017285e-08
800,891.5335256968517,891.7024983019273,0.020123808910827615,10.109392130531598,0.00029088783100800165,27383,5,5,0,2.5759268496017285e-08
900,1003.7343834020406,1003.8495935042163,0.018813843445734987,8.404449913600224,0.0002868646682517037,27383,5,5,0,2.5759268496017285e-08
100,108.22307239291567,108.42156533530093,0.018963437345423745,23.216188940618746,0.0002346517307429806,27383,5,6,0,2.5759268496017285e-08
200,194.77714768492567,195.09252814319993,0.019481167230578328,27.281557224561354,0.0002489103054814553,27383,5,6,0,2.5759268496017285e-08
300,324.6875929896854,324.892290164498,0.019907928773398604,15.365526360897212,0.00022116752882833242,27383,5,6,0,2.5759268496017285e-08
400,425.7146289557575,425.8825887786574,0.01983261458105289,12.695640957406013,0.00021545877765694093,27383,5,6,0,2.5759268496017285e-08
500,506.68679033658975,506.9306214695943,0.020422980295301194,15.6144381715098,0.00021551564219071258,27383,5,6,0,2.5759268496017285e-08
600,605.1298245224991,605.2704632866448,0.018886607107523445,11.235746105845184,0.0002123301133511838,27383,5,6,0,2.5759268496017285e-08
700,777.4658097994494,777.6137209936159,0.019258944885210915,10.23247554993916,0.00020922090688959104,27383,5,6,0,2.5759268496017285e-08
800,816.6334978596159,816.7843715134578,0.019258800754413476,10.323578755076838,0.00028096718251028127,27383,5,6,0,2.5759268496017285e-08
900,941.2230235316583,941.3791907963569,0.020014857395686987,9.670810180285136,0.00028920203520379627,27383,5,6,0,2.5759268496017285e-08
100,102.43925951671771,102.67126937032455,0.01966203608448607,22.584223289307598,0.00026016203821114105,27383,5,7,0,2.5759268496017285e-08
200,201.8803911091647,202.097912955844,0.01998375138150394,17.69437062052286,0.00021983044556302857,27383,5,7,0,2.5759268496017285e-08
300,299.87711145462526,300.06557261575955,0.019541975518330073,16.129102905884903,0.00022380845233341298,27383,5,7,0,2.5759268496017285e-08
400,395.414560394402,395.63599635769316,0.020061754071323844,15.453396242410717,0.00022790505906721852,27383,5,7,0,2.5759268496017285e-08
500,477.45511084189746,477.65524647978117,0.01955599213791508,14.63245102268158,0.00021537736707674663,27383,5,7,0,2.5759268496017285e-08
600,618.0108024191246,618.2139566290155,0.020261612926632713,12.71256796840951,0.00021370616048669252,27383,5,7,0,2.5759268496017285e-08
700,759.8115067132425,759.9685596042009,0.019810795505339072,10.353544155274545,0.00021562522097730066,27383,5,7,0,2.5759268496017285e-08
800,838.1054614843468,838.2743694554787,0.020979821353617294,9.687320495471091,0.0002934139575823749,27383,5,7,0,2.5759268496017285e-08
900,923.1265515547951,923.267291724775,0.019850770400876194,9.007396178762912,0.0002913555595691277,27383,5,7,0,2.5759268496017285e-08
100,95.85291194143603,96.19205705377722,0.02116797410641248,23.560019498345152,0.00024049005839313646,27383,5,8,0,2.5759268496017285e-08
200,195.52239680818334,195.82532182759581,0.021291957739265066,19.422872142318074,0.00025191071188065945,27383,5,8,0,2.5759268496017285e-08
300,308.8228129449316,309.13111687600957,0.020949799345447693,19.182228318545768,0.00023070128192074384,27383,5,8,0,2.5759268496017285e-08
400,447.66116886120403,447.96372857103324,0.02195172268271454,15.908043664077203,0.00021706479319418912,27383,5,8,0,2.5759268496017285e-08
500,525.5811434206768,525.7885738784538,0.020804931759812545,13.037620807365094,0.00022609577058228068,27383,5,8,0,2.5759268496017285e-08
600,618.1236314220654,618.3322468717099,0.021017446945214957,11.981709265467304,0.00021681330081364998,27383,5,8,0,2.5759268496017285e-08
700,739.8407597645912,740.0618884084181,0.021909346788003582,11.317337971396466,0.00029768260634381545,27383,5,8,0,2.5759268496017285e-08
800,855.7026314278583,855.9267935974079,0.02197737386232694,10.916060208411732,0.0002998213979868269,27383,5,8,0,2.5759268496017285e-08
900,909.0215853458579,909.1842532557819,0.0216797347121738,8.586112297302982,0.0002987758395465853,27383,5,8,0,2.5759268496017285e-08
100,102.9488461271308,103.00338623391265,0.017296676399076037,18.758657830841447,0.00021744094889832356,27383,5,9,0,2.5759268496017285e-08
200,201.1849680819543,201.2956202042943,0.017850477033430723,17.513145610987177,0.0002327622847463046,27383,5,9,0,2.5759268496017285e-08
300,304.0186104685131,304.29392622992816,0.02052331364212504,18.480053208408602,0.00022591948250733085,27383,5,9,0,2.5759268496017285e-08
400,447.49768793797205,447.69243019469263,0.01947514817258212,14.818347888118884,0.00022759706413904868,27383,5,9,0,2.5759268496017285e-08
500,533.3609826877802,533.4408183137524,0.01708136845317623,10.428795553311232,0.00020294963002970293,27383,5,9,0,2.5759268496017285e-08
600,631.657981936524,631.826933833787,0.020377631289570274,10.600530340626515,0.0002163550443127498,27383,5,9,0,2.5759268496017285e-08
700,712.676599983323,712.7627728256184,0.017099512048815116,9.589446157469398,0.00019920815156281095,27383,5,9,0,2.5759268496017285e-08
800,841.3345985720455,841.4206430450038,0.01723582357583632,8.70827267990422,0.00020502100754450395,27383,5,9,0,2.5759268496017285e-08
900,979.3701494664009,979.5397241566357,0.02123327627551358,9.124578243516472,0.00029321984378212983,27383,5,9,0,2.5759268496017285e-08
100,117.21675768860639,117.50025962185819,0.02040391164635274,22.277540215778505,0.00023931103910319727,27383,5,10,0,2.5759268496017285e-08
200,219.77659725147456,220.07428320579615,0.02042436992448193,21.5479191406727,0.00025260407913186135,27383,5,10,0,2.5759268496017285e-08
300,321.2322869801615,321.403223562629,0.01939677374778388,14.887094476216244,0.00022496937975252204,27383,5,10,0,2.5759268496017285e-08
400,410.81383133912385,410.9249830779982,0.01901375454144917,11.061106018139197,0.00020640080285564492,27383,5,10,0,2.5759268496017285e-08
500,502.0348396747019,502.2180404853578,0.020694671594197547,11.780072354203135,0.00022234185449308402,27383,5,10,0,2.5759268496017285e-08
600,730.7904136137458,730.939938949932,0.019406552040993022,10.517615353300839,0.0002193734989753176,27383,5,10,0,2.5759268496017285e-08
700,735.6638910489258,735.8799647351137,0.02143893771152224,11.769815437669479,0.0003048029112903105,27383,5,10,0,2.5759268496017285e-08
800,837.1312758089672,837.2570305746099,0.018899821203262793,9.093482618766481,0.000211893557357981,27383,5,10,0,2.5759268496017285e-08
900,895.2883469679199,895.3906487646284,0.018983364989246163,7.6816557632488625,0.000209824721046973,27383,5,10,0,2.5759268496017285e-08
100,96.63681768793852,96.8040031167892,0.019287324529518944,18.769641223158214,0.00022640323343150657,27383,5,11,0,2.5759268496017285e-08
200,217.74140812462772,218.08970963003182,0.02172979391222455,20.493871667513815,0.0002281265532549542,27383,5,11,0,2.5759268496017285e-08
300,309.8817284197328,310.2365998794845,0.022214930865372122,18.728950097061308,0.0002507658989191378,27383,5,11,0,2.5759268496017285e-08
400,432.1604713232883,432.45973686951595,0.022196142779563856,15.482705677975828,0.00022343005787370422,27383,5,11,0,2.5759268496017285e-08
500,548.0519486759348,548.1677159511736,0.018672885798480757,10.837937361716264,0.0002065181918104646,27383,5,11,0,2.5759268496017285e-08
600,607.5802084989907,607.8344645634959,0.022592352734669096,12.715979908478452,0.000310564556765411,27383,5,11,0,2.5759268496017285e-08
700,719.5221083914679,719.6713453974504,0.019286780098758883,10.424364846420552,0.00021641291642339905,27383,5,11,0,2.5759268496017285e-08
800,812.8574359817173,813.0852459854603,0.022385361072690003,11.05753336725491,0.00030428474777256846,27383,5,11,0,2.5759268496017285e-08
900,1011.3223717613334,1011.4883011870389,0.021585119386525815,8.555729018148009,0.0002942444412144525,27383,5,11,0,2.5759268496017285e-08
100,93.7523683753491,93.90628477742072,0.018838812203006972,19.947013226059887,0.00022340200650747705,27383,5,12,0,2.5759268496017285e-08
200,185.7268230036602,186.14343203554049,0.02214050306115534,22.951420218302964,0.00027468889143148173,27383,5,12,0,2.5759268496017285e-08
300,330.17628966180405,330.4955103179591,0.021096716875516924,19.00493093794089,0.00022370614105795194,27383,5,12,0,2.5759268496017285e-08
400,430.13083864164054,430.39868415007965,0.021806219807527567,14.350792877485434,0.00022173487162819889,27383,5,12,0,2.5759268496017285e-08
500,535.6482857797346,535.879894861671,0.021039148491219576,13.531433199889937,0.0002141745346842911,27383,5,12,0,2.5759268496017285e-08
600,617.5509099652822,617.6720310801335,0.018241352549708628,11.073360329233038,0.00021337976941353923,27383,5,12,0,2.5759268496017285e-08
700,792.7660608607933,792.8938949434912,0.018745933435858907,9.794947918174238,0.00021820419465962878,27383,5,12,0,2.5759268496017285e-08
800,916.4511574010786,916.68986890021,0.021709213040219274,11.672126580402656,0.00028992579504072093,27383,5,12,0,2.5759268496017285e-08
900,920.3062176148286,920.4733984687398,0.021365825780087614,9.37797679569011,0.00030062583482960443,27383,5,12,0,2.5759268496017285e-08
100,100.14419962198176,100.19704578256292,0.01700031347627768,22.063103715131444,0.00022169146945709585,27383,5,13,0,2.5759268496017285e-08
200,236.41485708308667,236.55058693331924,0.019030363471202273,14.503956656477136,0.00021412926211296495,27383,5,13,0,2.5759268496017285e-08
300,305.6467770566076,305.8136534588658,0.01919372434861186,15.326224767453587,0.00021152763821751734,27383,5,13,0,2.5759268496017285e-08
400,385.53826613409507,385.6237468792331,0.01696132720988481,14.236753917754918,0.00020949888733150324,27383,5,13,0,2.5759268496017285e-08
500,515.6551304454601,515.8036495075709,0.018808746976106034,13.050527368207446,0.0002091135416358058,27383,5,13,0,2.5759268496017285e-08
600,661.1204560158843,661.3100827127038,0.020215994287474188,11.963703459411972,0.0002208990136009788,27383,5,13,0,2.5759268496017285e-08
700,757.6431275425123,757.7884929745481,0.019886357227864082,9.386375635188564,0.0002254932712499862,27383,5,13,0,2.5759268496017285e-08
800,836.0545924220687,836.1304769048393,0.017079592172835226,8.04714318573358,0.00020737593408516448,27383,5,13,0,2.5759268496017285e-08
900,964.7070759756057,964.8149236811221,0.018116620719028115,8.728410170156474,0.00028828340293883764,27383,5,13,0,2.5759268496017285e-08
100,97.69145088271497,98.17678387171786,0.022701948371236215,26.04669401078324,0.00025898698639445836,27383,5,14,0,2.5759268496017285e-08
200,207.78089704116383,207.95644876482027,0.01957761675894451,15.99962529235705,0.00022932203726176226,27383,5,14,0,2.5759268496017285e-08
300,309.0151850020546,309.3778383633727,0.022898246199823693,17.781676657837377,0.0002306120412289998,27383,5,14,0,2.5759268496017285e-08
400,409.3123982428974,409.635395286639,0.02286656489355448,15.585153342450928,0.00024673553665946815,27383,5,14,0,2.5759268496017285e-08
500,514.7949412065891,515.0703931957358,0.022834476918391605,13.027690892971197,0.00022571730018341568,27383,5,14,0,2.5759268496017285e-08
600,619.7584681231201,620.0214188941028,0.022188623688883236,13.357628416699347,0.0003042456732115288,27383,5,14,0,2.5759268496017285e-08
700,789.4228264797372,789.5986751448044,0.02164593068386842,9.508102546836259,0.00029547750995580907,27383,5,14,0,2.5759268496017285e-08
800,877.4829428028902,877.6119347153929,0.019602198564736027,8.538686775642054,0.00029461605498314075,27383,5,14,0,2.5759268496017285e-08
900,921.459335895012,921.6350027278694,0.02189931831104872,8.977845615459797,0.0002998111101721338,27383,5,14,0,2.5759268496017285e-08
100,105.91710402655606,106.14542882299247,0.019954703452631,20.782051946680415,0.00023510075810023005,27383,5,15,0,2.5759268496017285e-08
200,211.05762458045555,211.3900624629313,0.02088629814543724,21.816063727732693,0.00022700635236999457,27383,5,15,0,2.5759268496017285e-08
300,313.9283764798499,314.12489755636227,0.01988652979000439,15.207370428433144,0.00021151162580055466,27383,5,15,0,2.5759268496017285e-08
400,391.37775786484434,391.5507502067298,0.01980872773383526,13.2777060803043,0.00021448616142002904,27383,5,15,0,2.5759268496017285e-08
500,512.832104876462,513.0569243805588,0.02075172758562673,13.719603999049326,0.0002166196258930736,27383,5,15,0,2.5759268496017285e-08
600,663.2871770069409,663.5099843866958,0.020560688590555477,13.229153201290416,0.00021776116939806032,27383,5,15,0,2.5759268496017285e-08
700,729.1651182790501,729.3172491614375,0.01957880832953084,10.533517506756091,0.0002138541500519207,27383,5,15,0,2.5759268496017285e-08
800,786.360759905756,786.5444082846235,0.021527797206433556,9.951848649502333,0.0003019001018895289,27383,5,15,0,2.5759268496017285e-08
900,979.3576299485043,979.4871715979745,0.020354028277920575,7.8788396098305045,0.0002954901147096027,27383,5,15,0,2.5759268496017285e-08
100,108.35950232302169,108.45790427028858,0.017519420649206606,22.911562175986358,0.0002779374133880592,27383,5,16,0,2.5759268496017285e-08
200,211.94174870039103,212.21658639090995,0.021166866787044065,17.869837008077404,0.00022096769231781535,27383,5,16,0,2.5759268496017285e-08
300,359.9394988910815,360.1980246351073,0.021762556681069124,14.522063379017267,0.00022676703063550943,27383,5,16,0,2.5759268496017285e-08
400,431.7072220278952,431.9607831254595,0.02200193743472709,13.731808160028967,0.00022527844386814206,27383,5,16,0,2.5759268496017285e-08
500,509.2669099281651,509.44001271347435,0.01865569106209189,14.579271538222924,0.00022516476638297095,27383,5,16,0,2.5759268496017285e-08
600,595.8761959585581,596.1766150770126,0.023042234344538816,13.8496978724224,0.00031030383306332655,27383,5,16,0,2.5759268496017285e-08
700,788.7813445491573,788.9896000727447,0.022139837734992382,10.542592799349874,0.00030229326614681496,27383,5,16,0,2.5759268496017285e-08
800,925.9128462456986,925.9796825602375,0.017110067313576303,7.259369474718577,0.00020393653564886795,27383,5,16,0,2.5759268496017285e-08
900,991.768380457512,991.8582397830803,0.017114532526531646,8.508915983960355,0.0002808306541950128,27383,5,16,0,2.5759268496017285e-08
100,118.36842253149288,118.60430497739246,0.02007755343398794,20.359194881644555,0.0002390726151548558,27383,5,17,0,2.5759268496017285e-08
200,213.36471825083623,213.67201565817885,0.02191410504383006,17.796526467953026,0.0002626072676601016,27383,5,17,0,2.5759268496017285e-08
300,302.6169971287173,302.79795224792053,0.019585374525340364,15.095559847356379,0.00022423946272542568,27383,5,17,0,2.5759268496017285e-08
400,400.6958346594209,400.8907838694024,0.02009876063988738,13.934593065024321,0.00022827262902513798,27383,5,17,0,2.5759268496017285e-08
500,502.0146467978955,502.16705270457084,0.019706487368856683,11.496061608841853,0.00021065600889136294,27383,5,17,0,2.5759268496017285e-08
600,585.9013666150462,586.0902918088374,0.020945726366321814,11.286397625505572,0.00021404275450015014,27383,5,17,0,2.5759268496017285e-08
700,722.3213630806714,722.5438137419668,0.022753990797052932,10.671953577839503,0.0003022851599332388,27383,5,17,0,2.5759268496017285e-08
800,760.5440901170953,760.7511733455052,0.02207233359043964,10.635281553209538,0.0002953898620765068,27383,5,17,0,2.5759268496017285e-08
900,1033.536909168202,1033.7008523670643,0.020446419404008983,9.692217843483434,0.00029067501617875533,27383,5,17,0,2.5759268496017285e-08
100,99.11715260060616,99.37561756346769,0.020081098230465503,22.616351133835508,0.00023116484650303353,27383,5,18,0,2.5759268496017285e-08
200,185.5292185889631,185.64744112777416,0.019087125676506802,13.224827732502893,0.00021009306693120714,27383,5,18,0,2.5759268496017285e-08
300,285.1462068500435,285.4026847795842,0.02057240693922053,17.669308075757055,0.0002469556885858179,27383,5,18,0,2.5759268496017285e-08
400,443.99737155216957,444.26271959040565,0.021361422478642315,15.404579330581637,0.00022309845636978064,27383,5,18,0,2.5759268496017285e-08
500,516.0253043866143,516.1353950252285,0.0184951637612935,11.116186131658095,0.00020988097409967895,27383,5,18,0,2.5759268496017285e-08
600,650.7624838070074,650.8993797759517,0.01892000299997059,11.026144060956494,0.00021119004505166234,27383,5,18,0,2.5759268496017285e-08
700,686.5219258924847,686.701241856186,0.02021207250363193,11.577469380719439,0.0002125368679320778,27383,5,18,0,2.5759268496017285e-08
800,798.0602952836616,798.1690982168082,0.018257146260457907,9.04792825718856,0.0002086363136707353,27383,5,18,0,2.5759268496017285e-08
900,972.168547353208,972.2719414107855,0.0195351160399833,7.272284042496227,0.00021219262841482475,27383,5,18,0,2.5759268496017285e-08
100,110.08359689089995,110.4475149659986,0.022709959087323886,19.759787151537594,0.00022668899246957485,27383,5,19,0,2.5759268496017285e-08
200,212.0574246712617,212.40932625884435,0.0230454516778995,17.53470254548551,0.00022849599377678382,27383,5,19,0,2.5759268496017285e-08
300,327.2658001533931,327.58364462165457,0.0224156726603957,16.66761226064572,0.00021648061759703651,27383,5,19,0,2.5759268496017285e-08
400,415.4884283242628,415.78844202997794,0.02241825079277729,15.326261596398401,0.0002230595239824691,27383,5,19,0,2.5759268496017285e-08
500,479.31368185900266,479.427840423474,0.01894115439116979,10.629281911382314,0.00020781314539800155,27383,5,19,0,2.5759268496017285e-08
600,657.9782345453091,658.2364574514995,0.02327674430701706,11.752352406364865,0.0003020382105049873,27383,5,19,0,2.5759268496017285e-08
700,712.6415854969097,712.8733560587785,0.023236908962321404,10.606725262065694,0.00029837053292300055,27383,5,19,0,2.5759268496017285e-08
800,892.2276543893292,892.4157233441414,0.02224563660796283,9.453087593771041,0.00029869379448439114,27383,5,19,0,2.5759268496017285e-08
900,1091.467232045768,1091.6508428514394,0.022286307701143513,8.699149675761449,0.0002971147037905003,27383,5,19,0,2.5759268496017285e-08
100,104.22473523449551,104.46686027204301,0.020596090717133156,17.811683603824438,0.00038428394999215695,13692,10,1,0,8.236635840042084e-08
200,206.89133861371965,207.05364713304527,0.01911220654819341,13.534722552576088,0.0003238052886723096,13692,10,1,0,8.236635840042084e-08
300,311.0249837024249,311.20021259040584,0.020118551840681904,11.427796562998568,0.0003204038886073499,13692,10,1,0,8.236635840042084e-08
400,420.5534770947238,420.67257185074277,0.018911840593181184,8.953059158735071,0.0003131375206850501,13692,10,1,0,8.236635840042084e-08
500,501.9096867232355,501.9737063748394,0.01734281588688805,6.319633929025465,0.00029864782170359024,13692,10,1,0,8.236635840042084e-08
600,543.7937059809277,543.903991877622,0.01984776207966531,7.115536468067686,0.00041925526631749887,13692,10,1,0,8.236635840042084e-08
700,776.7611830184801,776.8714143585605,0.019950656775719187,6.457814026811626,0.00041757275495143904,13692,10,1,0,8.236635840042084e-08
800,816.7355783757367,816.8526702174411,0.020164662340313028,6.308947463605845,0.00040886971275943515,13692,10,1,0,8.236635840042084e-08
900,890.9981178513752,891.1029034963576,0.019950157073991746,5.768072537587253,0.0004132688683637435,13692,10,1,0,8.236635840042084e-08
100,82.12862954057738,82.41848781176711,0.020812903036568124,20.442525381096942,0.00040378620344409675,13692,10,2,0,8.236635840042084e-08
200,184.17038397004367,184.4381473204915,0.02159957033224352,15.041139223108214,0.0003587608212660051,13692,10,2,0,8.236635840042084e-08
300,314.60525864381793,314.9120465024577,0.02268288133467911,14.193323708962764,0.0004643685324897302,13692,10,2,0,8.236635840042084e-08
400,416.92196056189124,417.1087690148026,0.020891888063338165,10.443061372989057,0.00043013959103504194,13692,10,2,0,8.236635840042084e-08
500,518.0304265428255,518.2021855249818,0.019958041898262963,9.95265422306656,0.00041437468573995165,13692,10,2,0,8.236635840042084e-08
600,624.5110550983745,624.6438343042214,0.020002900232108736,7.451064661478489,0.0004195438870416785,13692,10,2,0,8.236635840042084e-08
700,757.7272852727677,757.8413298709586,0.020473143396448946,6.2218221232606705,0.0004155382150574717,13692,10,2,0,8.236635840042084e-08
800,737.807304634853,737.9095668836039,0.02012037682963055,5.905312893659507,0.0004175178039751347,13692,10,2,0,8.236635840042084e-08
900,979.4183523339816,979.5257945705321,0.019782110579329153,5.808301464985069,0.00041435928308356657,13692,10,2,0,8.236635840042084e-08
100,101.14831849448379,101.48427364575203,0.021328249861975214,20.916883825039143,0.00039392977794462474,13692,10,3,0,8.236635840042084e-08
200,192.99348185317288,193.2618006429144,0.020146498545240827,17.95884828191713,0.0003717306535620814,13692,10,3,0,8.236635840042084e-08
300,367.92077667881085,368.1091208782393,0.021948579363543323,10.053780888151922,0.0004470354278373433,13692,10,3,0,8.236635840042084e-08
400,412.9110555385276,413.04879290740416,0.020494574114405,8.515574984335283,0.0003163183719409557,13692,10,3,0,8.236635840042084e-08
500,548.1597470504196,548.3553842555538,0.020413800644483067,10.131859956176438,0.0004379533433375546,13692,10,3,0,8.236635840042084e-08
600,643.6835141868456,643.8451987121513,0.021168390425135814,8.08152247602116,0.00042342752674051485,13692,10,3,0,8.236635840042084e-08
700,775.9104697762358,776.0280470871386,0.018398850047350833,6.833087579965713,0.00040719921772417513,13692,10,3,0,8.236635840042084e-08
800,980.7798003785155,980.8891219324584,0.01978698848132983,5.905421277502298,0.00041605001288220166,13692,10,3,0,8.236635840042084e-08
900,983.6119487375003,983.7093992330549,0.02178594417947781,4.79420630904526,0.0004279211186345028,13692,10,3,0,8.236635840042084e-08
100,111.7477022368072,112.03013072755782,0.02119349666549526,18.1937312036035,0.0004171966466638411,13692,10,4,0,8.236635840042084e-08
200,222.3763105245743,222.6630274489717,0.02139360084668977,15.706242368908,0.0003585283916532789,13692,10,4,0,8.236635840042084e-08
300,308.5534663735863,308.69614642378474,0.019222827878562204,10.977996606593964,0.0003122181047819557,13692,10,4,0,8.236635840042084e-08
400,429.1651068594514,429.36985224539126,0.023005482589038485,9.512209355508014,0.0004291371520773173,13692,10,4,0,8.236635840042084e-08
500,572.2924569392198,572.4489073165776,0.019510294097938596,8.514900061438619,0.00042647753034547384,13692,10,4,0,8.236635840042084e-08
600,680.9433837706538,681.0527758309586,0.019721874305749575,6.4990136887691135,0.0004129819987290817,13692,10,4,0,8.236635840042084e-08
700,761.6202616452324,761.7513866767696,0.021348950254362436,6.522061745620704,0.00042025258995107646,13692,10,4,0,8.236635840042084e-08
800,915.5111794350659,915.6383002751024,0.021902381634998646,6.164727007162377,0.0004266010968251815,13692,10,4,0,8.236635840042084e-08
900,1090.9277182102514,1091.0265577803298,0.02034805922402588,5.206205715396311,0.0004205467529207068,13692,10,4,0,8.236635840042084e-08
100,121.00721066983049,121.4045310123828,0.0225015108487524,20.323433220762464,0.00047616620664064853,13692,10,5,0,8.236635840042084e-08
200,195.0939123811902,195.46945194876358,0.02423962135911937,16.200391137251795,0.0004773826685133112,13692,10,5,0,8.236635840042084e-08
300,357.7248848601941,357.9641912088644,0.022336656684413564,11.757365463450506,0.0004682202414480482,13692,10,5,0,8.236635840042084e-08
